"doi","ReferencesId"
"10.1109/TVCG.2012.286","10.1109/INFVIS.2004.66"
"10.1109/TVCG.2012.291","10.1109/TVCG.2006.147"
"10.1109/TVCG.2012.291","10.1109/INFVIS.2000.885098"
"10.1109/TVCG.2012.291","10.1109/TVCG.2007.70535"
"10.1109/TVCG.2012.291","10.1109/TVCG.2008.125"
"10.1109/TVCG.2012.219","10.1109/TVCG.2008.137"
"10.1109/TVCG.2012.219","10.1109/VAST.2008.4677365"
"10.1109/TVCG.2012.219","10.1109/INFVIS.2005.1532136"
"10.1109/TVCG.2012.224","10.1109/VAST.2007.4389006"
"10.1109/TVCG.2012.254","10.1109/INFVIS.2002.1173156"
"10.1109/TVCG.2012.254","10.1109/INFVIS.2002.1173157"
"10.1109/TVCG.2012.258","10.1109/INFVIS.1998.729559"
"10.1109/TVCG.2012.260","10.1109/INFVIS.1995.528686"
"10.1109/TVCG.2012.260","10.1109/VAST.2007.4389006"
"10.1109/TVCG.2012.273","10.1109/TVCG.2007.70515"
"10.1109/TVCG.2012.276","10.1109/INFVIS.2005.1532150"
"10.1109/TVCG.2012.277","10.1109/VAST.2007.4389006"
"10.1109/VAST.2012.6400485","10.1109/TVCG.2011.239"
"10.1109/VAST.2012.6400485","10.1109/TVCG.2011.185"
"10.1109/VAST.2012.6400485","10.1109/VAST.2007.4389006"
"10.1109/VAST.2012.6400485","10.1109/INFVIS.2000.885098"
"10.1109/VAST.2012.6400486","10.1109/VISUAL.1990.146402"
"10.1109/VAST.2012.6400487","10.1109/INFVIS.2005.1532142"
"10.1109/VAST.2012.6400487","10.1109/INFVIS.2004.15"
"10.1109/VAST.2012.6400487","10.1109/INFVIS.1998.729559"
"10.1109/VAST.2012.6400487","10.1109/TVCG.2009.153"
"10.1109/VAST.2012.6400488","10.1109/INFVIS.2005.1532142"
"10.1109/VAST.2012.6400488","10.1109/TVCG.2009.153"
"10.1109/VAST.2012.6400489","10.1109/INFVIS.2005.1532138"
"10.1109/VAST.2012.6400489","10.1109/VISUAL.1999.809866"
"10.1109/VAST.2012.6400489","10.1109/TVCG.2006.170"
"10.1109/VAST.2012.6400489","10.1109/INFVIS.2000.885086"
"10.1109/VAST.2012.6400489","10.1109/INFVIS.2004.15"
"10.1109/VAST.2012.6400489","10.1109/TVCG.2008.153"
"10.1109/VAST.2012.6400489","10.1109/VISUAL.1990.146402"
"10.1109/VAST.2012.6400490","10.1109/VAST.2007.4389006"
"10.1109/VAST.2012.6400490","10.1109/INFVIS.2005.1532142"
"10.1109/VAST.2012.6400491","10.1109/INFVIS.1999.801851"
"10.1109/VAST.2012.6400491","10.1109/INFVIS.1999.801851"
"10.1109/VAST.2012.6400491","10.1109/VAST.2007.4389006"
"10.1109/VAST.2012.6400491","10.1109/TVCG.2007.70539"
"10.1109/VAST.2012.6400493","10.1109/TVCG.2007.70515"
"10.1109/VAST.2012.6400493","10.1109/INFVIS.2004.12"
"10.1109/VAST.2012.6400493","10.1109/VISUAL.1994.346302"
"10.1109/VAST.2012.6400493","10.1109/INFVIS.1998.729559"
"10.1109/VAST.2012.6400494","10.1109/VISUAL.1991.175815"
"10.1109/VAST.2012.6400552","10.1109/TVCG.2007.70539"
"10.1109/VAST.2012.6400552","10.1109/TVCG.2008.125"
"10.1109/VAST.2012.6400552","10.1109/INFVIS.2000.885092"
"10.1109/VAST.2012.6400553","10.1109/INFVIS.2000.885098"
"10.1109/VAST.2012.6400553","10.1109/INFVIS.2004.27"
"10.1109/VAST.2012.6400553","10.1109/TVCG.2009.153"
"10.1109/VAST.2012.6400554","10.1109/INFVIS.2004.12"
"10.1109/VAST.2012.6400554","10.1109/INFVIS.2004.64"
"10.1109/VAST.2012.6400554","10.1109/INFVIS.2000.885098"
"10.1109/VAST.2012.6400556","10.1109/INFVIS.2004.27"
"10.1109/VAST.2012.6400558","10.1109/INFVIS.2005.1532126"
"10.1109/VAST.2012.6400558","10.1109/VISUAL.2005.1532788"
"10.1109/VAST.2012.6400558","10.1109/TVCG.2007.70582"
"10.1109/VAST.2012.6400558","10.1109/TVCG.2008.137"
"10.1109/VAST.2012.6400558","10.1109/TVCG.2006.166"
"10.1109/VAST.2012.6400558","10.1109/VAST.2008.4677365"
"10.1109/VAST.2012.6400558","10.1109/TVCG.2006.147"
"10.1109/VAST.2012.6400558","10.1109/VAST.2007.4389006"
"10.1109/VAST.2012.6400559","10.1109/INFVIS.2004.27"
"10.1109/VAST.2012.6400559","10.1109/VAST.2007.4389006"
"10.1109/TVCG.2012.190","10.1109/TVCG.2010.181"
"10.1109/TVCG.2012.198","10.1109/VISUAL.1999.809896"
"10.1109/TVCG.2012.203","10.1109/VISUAL.2003.1250414"
"10.1109/TVCG.2012.211","10.1109/VISUAL.1992.235211"
"10.1109/TVCG.2012.216","10.1109/VISUAL.2000.885694"
"10.1109/TVCG.2012.216","10.1109/VISUAL.2003.1250414"
"10.1109/TVCG.2012.216","10.1109/TVCG.2009.111"
"10.1109/TVCG.2012.217","10.1109/TVCG.2008.153"
"10.1109/TVCG.2012.222","10.1109/TVCG.2008.125"
"10.1109/TVCG.2012.222","10.1109/TVCG.2007.70539"
"10.1109/TVCG.2012.223","10.1109/VISUAL.1990.146386"
"10.1109/TVCG.2012.223","10.1109/VISUAL.1998.745294"
"10.1109/TVCG.2012.240","10.1109/VISUAL.2003.1250384"
"10.1109/TVCG.2012.269","10.1109/VISUAL.1995.485139"
"10.1109/TVCG.2012.274","10.1109/VISUAL.2003.1250384"
"10.1109/TVCG.2012.280","10.1109/INFVIS.2004.15"
"10.1109/TVCG.2012.280","10.1109/INFVIS.2005.1532138"
"10.1109/TVCG.2012.280","10.1109/INFVIS.2002.1173157"
"10.1109/TVCG.2012.280","10.1109/TVCG.2008.153"
"10.1109/TVCG.2012.281","10.1109/VISUAL.1994.346331"
"10.1109/TVCG.2012.292","10.1109/VISUAL.2003.1250384"
"10.1109/TVCG.2013.119","10.1109/VISUAL.2005.1532788"
"10.1109/TVCG.2013.119","10.1109/TVCG.2007.70577"
"10.1109/TVCG.2013.119","10.1109/TVCG.2007.70594"
"10.1109/TVCG.2013.119","10.1109/TVCG.2008.137"
"10.1109/TVCG.2013.119","10.1109/TVCG.2007.70539"
"10.1109/TVCG.2013.119","10.1109/INFVIS.2000.885086"
"10.1109/TVCG.2013.120","10.1109/INFVIS.2005.1532136"
"10.1109/TVCG.2013.120","10.1109/TVCG.2007.70515"
"10.1109/TVCG.2013.120","10.1109/VAST.2008.4677365"
"10.1109/TVCG.2013.120","10.1109/INFVIS.2000.885092"
"10.1109/TVCG.2013.120","10.1109/VISUAL.1990.146375"
"10.1109/TVCG.2013.122","10.1109/TVCG.2007.70594"
"10.1109/TVCG.2013.122","10.1109/TVCG.2008.125"
"10.1109/TVCG.2013.122","10.1109/INFVIS.2000.885086"
"10.1109/TVCG.2013.124","10.1109/TVCG.2007.70541"
"10.1109/TVCG.2013.124","10.1109/TVCG.2012.213"
"10.1109/TVCG.2013.124","10.1109/INFVIS.2005.1532136"
"10.1109/TVCG.2013.124","10.1109/TVCG.2007.70539"
"10.1109/TVCG.2013.124","10.1109/INFVIS.2002.1173148"
"10.1109/TVCG.2013.124","10.1109/TVCG.2007.70515"
"10.1109/TVCG.2013.124","10.1109/TVCG.2009.111"
"10.1109/TVCG.2013.124","10.1109/VAST.2008.4677365"
"10.1109/TVCG.2013.124","10.1109/TVCG.2008.137"
"10.1109/TVCG.2013.124","10.1109/INFVIS.1998.729560"
"10.1109/TVCG.2013.124","10.1109/VISUAL.1990.146375"
"10.1109/TVCG.2013.130","10.1109/TVCG.2007.70515"
"10.1109/TVCG.2013.130","10.1109/VISUAL.1990.146375"
"10.1109/TVCG.2013.130","10.1109/INFVIS.1998.729560"
"10.1109/TVCG.2013.130","10.1109/INFVIS.2005.1532136"
"10.1109/TVCG.2013.130","10.1109/INFVIS.2000.885092"
"10.1109/TVCG.2013.134","10.1109/TVCG.2007.70577"
"10.1109/TVCG.2013.134","10.1109/INFVIS.2005.1532136"
"10.1109/TVCG.2013.134","10.1109/TVCG.2007.70515"
"10.1109/TVCG.2013.134","10.1109/INFVIS.1998.729560"
"10.1109/TVCG.2013.134","10.1109/VISUAL.1990.146375"
"10.1109/TVCG.2013.137","10.1109/INFVIS.2004.1"
"10.1109/TVCG.2013.137","10.1109/TVCG.2007.70594"
"10.1109/TVCG.2013.137","10.1109/VISUAL.1991.175815"
"10.1109/TVCG.2013.140","10.1109/INFVIS.2000.885091"
"10.1109/TVCG.2013.140","10.1109/TVCG.2011.185"
"10.1109/TVCG.2013.145","10.1109/TVCG.2012.213"
"10.1109/TVCG.2013.145","10.1109/TVCG.2007.70539"
"10.1109/TVCG.2013.145","10.1109/INFVIS.1999.801851"
"10.1109/TVCG.2013.149","10.1109/TVCG.2007.70582"
"10.1109/TVCG.2013.149","10.1109/INFVIS.2002.1173148"
"10.1109/TVCG.2013.149","10.1109/TVCG.2007.70539"
"10.1109/TVCG.2013.150","10.1109/INFVIS.2005.1532142"
"10.1109/TVCG.2013.150","10.1109/VISUAL.1990.146402"
"10.1109/TVCG.2013.150","10.1109/VISUAL.1999.809866"
"10.1109/TVCG.2013.150","10.1109/TVCG.2009.153"
"10.1109/TVCG.2013.150","10.1109/TVCG.2008.153"
"10.1109/TVCG.2013.151","10.1109/INFVIS.2004.66"
"10.1109/TVCG.2013.153","10.1109/INFVIS.2005.1532142"
"10.1109/TVCG.2013.154","10.1109/TVCG.2009.122"
"10.1109/TVCG.2013.155","10.1109/INFVIS.2005.1532136"
"10.1109/TVCG.2013.155","10.1109/INFVIS.2004.66"
"10.1109/TVCG.2013.155","10.1109/INFVIS.2004.1"
"10.1109/TVCG.2013.155","10.1109/VISUAL.2005.1532788"
"10.1109/TVCG.2013.160","10.1109/INFVIS.2005.1532142"
"10.1109/TVCG.2013.160","10.1109/TVCG.2007.70594"
"10.1109/TVCG.2013.160","10.1109/VISUAL.1990.146386"
"10.1109/TVCG.2013.160","10.1109/TVCG.2011.185"
"10.1109/TVCG.2013.160","10.1109/INFVIS.2000.885086"
"10.1109/TVCG.2013.160","10.1109/INFVIS.2004.15"
"10.1109/TVCG.2013.160","10.1109/TVCG.2008.153"
"10.1109/TVCG.2013.163","10.1109/TVCG.2007.70582"
"10.1109/TVCG.2013.166","10.1109/TVCG.2007.70577"
"10.1109/TVCG.2013.166","10.1109/INFVIS.2005.1532136"
"10.1109/TVCG.2013.173","10.1109/TVCG.2008.166"
"10.1109/TVCG.2013.173","10.1109/TVCG.2007.70539"
"10.1109/TVCG.2013.179","10.1109/TVCG.2007.70594"
"10.1109/TVCG.2013.179","10.1109/INFVIS.2002.1173156"
"10.1109/TVCG.2013.179","10.1109/VISUAL.1990.146386"
"10.1109/TVCG.2013.179","10.1109/TVCG.2011.185"
"10.1109/TVCG.2013.184","10.1109/TVCG.2009.122"
"10.1109/TVCG.2013.184","10.1109/INFVIS.2004.1"
"10.1109/TVCG.2013.184","10.1109/INFVIS.2002.1173157"
"10.1109/TVCG.2013.191","10.1109/TVCG.2007.70577"
"10.1109/TVCG.2013.191","10.1109/TVCG.2008.137"
"10.1109/TVCG.2013.192","10.1109/TVCG.2007.70582"
"10.1109/TVCG.2013.192","10.1109/TVCG.2011.185"
"10.1109/TVCG.2013.196","10.1109/TVCG.2011.239"
"10.1109/TVCG.2013.209","10.1109/INFVIS.2005.1532126"
"10.1109/TVCG.2013.209","10.1109/TVCG.2012.213"
"10.1109/TVCG.2013.209","10.1109/TVCG.2006.166"
"10.1109/TVCG.2013.214","10.1109/TVCG.2009.111"
"10.1109/TVCG.2013.214","10.1109/TVCG.2012.213"
"10.1109/TVCG.2013.214","10.1109/TVCG.2011.185"
"10.1109/TVCG.2013.225","10.1109/INFVIS.2004.12"
"10.1109/TVCG.2013.225","10.1109/TVCG.2006.147"
"10.1109/TVCG.2013.225","10.1109/TVCG.2006.166"
"10.1109/TVCG.2013.227","10.1109/TVCG.2011.185"
"10.1109/TVCG.2013.227","10.1109/TVCG.2008.166"
"10.1109/TVCG.2013.227","10.1109/TVCG.2007.70539"
"10.1109/TVCG.2013.231","10.1109/TVCG.2006.147"
"10.1109/TVCG.2013.231","10.1109/TVCG.2011.185"
"10.1109/TVCG.2013.231","10.1109/VISUAL.1991.175815"
"10.1109/TVCG.2013.231","10.1109/INFVIS.2002.1173148"
"10.1109/TVCG.2013.232","10.1109/INFVIS.2005.1532126"
"10.1109/TVCG.2013.232","10.1109/TVCG.2009.122"
"10.1109/TVCG.2013.233","10.1109/TVCG.2008.125"
"10.1109/TVCG.2013.233","10.1109/TVCG.2007.70539"
"10.1109/TVCG.2013.126","10.1109/TVCG.2012.213"
"10.1109/TVCG.2013.126","10.1109/TVCG.2009.111"
"10.1109/TVCG.2013.127","10.1109/INFVIS.2004.66"
"10.1109/TVCG.2013.129","10.1109/VISUAL.2000.885683"
"10.1109/TVCG.2013.133","10.1109/VISUAL.1990.146402"
"10.1109/TVCG.2013.133","10.1109/INFVIS.2004.15"
"10.1109/TVCG.2013.133","10.1109/VISUAL.1995.485139"
"10.1109/TVCG.2013.133","10.1109/VISUAL.1997.663875"
"10.1109/TVCG.2013.138","10.1109/TVCG.2010.181"
"10.1109/TVCG.2013.141","10.1109/TVCG.2010.181"
"10.1109/TVCG.2013.142","10.1109/INFVIS.2000.885086"
"10.1109/TVCG.2013.142","10.1109/VISUAL.1995.485139"
"10.1109/TVCG.2013.143","10.1109/TVCG.2010.181"
"10.1109/TVCG.2013.144","10.1109/TVCG.2010.181"
"10.1109/TVCG.2013.158","10.1109/VISUAL.2003.1250414"
"10.1109/TVCG.2013.159","10.1109/VISUAL.2003.1250384"
"10.1109/TVCG.2013.161","10.1109/TVCG.2009.111"
"10.1109/TVCG.2013.161","10.1109/VISUAL.1991.175815"
"10.1109/TVCG.2013.177","10.1109/VISUAL.1997.663875"
"10.1109/TVCG.2013.189","10.1109/VISUAL.1999.809896"
"10.1109/TVCG.2013.208","10.1109/VISUAL.1991.175782"
"10.1109/TVCG.2013.208","10.1109/VISUAL.1994.346331"
"10.1109/TVCG.2013.125","10.1109/VAST.2012.6400486"
"10.1109/TVCG.2013.125","10.1109/VISUAL.1990.146402"
"10.1109/TVCG.2013.125","10.1109/INFVIS.2005.1532142"
"10.1109/TVCG.2013.132","10.1109/TVCG.2012.213"
"10.1109/TVCG.2013.132","10.1109/INFVIS.2000.885086"
"10.1109/TVCG.2013.132","10.1109/TVCG.2007.70577"
"10.1109/TVCG.2013.132","10.1109/TVCG.2009.111"
"10.1109/TVCG.2013.132","10.1109/VAST.2008.4677365"
"10.1109/TVCG.2013.146","10.1109/VISUAL.1991.175815"
"10.1109/TVCG.2013.146","10.1109/TVCG.2011.185"
"10.1109/TVCG.2013.157","10.1109/VAST.2012.6400486"
"10.1109/TVCG.2013.157","10.1109/INFVIS.2005.1532142"
"10.1109/TVCG.2013.157","10.1109/INFVIS.1998.729559"
"10.1109/TVCG.2013.157","10.1109/TVCG.2009.153"
"10.1109/TVCG.2013.162","10.1109/TVCG.2011.239"
"10.1109/TVCG.2013.164","10.1109/TVCG.2007.70577"
"10.1109/TVCG.2013.167","10.1109/TVCG.2008.137"
"10.1109/TVCG.2013.167","10.1109/INFVIS.2005.1532136"
"10.1109/TVCG.2013.167","10.1109/TVCG.2006.166"
"10.1109/TVCG.2013.167","10.1109/INFVIS.2000.885086"
"10.1109/TVCG.2013.168","10.1109/INFVIS.2004.27"
"10.1109/TVCG.2013.186","10.1109/VAST.2007.4389006"
"10.1109/TVCG.2013.188","10.1109/INFVIS.1995.528686"
"10.1109/TVCG.2013.188","10.1109/VAST.2012.6400486"
"10.1109/TVCG.2013.193","10.1109/INFVIS.2005.1532142"
"10.1109/TVCG.2013.193","10.1109/INFVIS.2004.27"
"10.1109/TVCG.2013.197","10.1109/TVCG.2007.70541"
"10.1109/TVCG.2013.197","10.1109/TVCG.2011.185"
"10.1109/TVCG.2013.198","10.1109/INFVIS.1999.801851"
"10.1109/TVCG.2013.200","10.1109/TVCG.2012.213"
"10.1109/TVCG.2013.206","10.1109/INFVIS.2004.12"
"10.1109/TVCG.2013.206","10.1109/INFVIS.2000.885086"
"10.1109/TVCG.2013.206","10.1109/INFVIS.2004.64"
"10.1109/TVCG.2013.206","10.1109/TVCG.2011.185"
"10.1109/TVCG.2013.207","10.1109/INFVIS.1998.729559"
"10.1109/TVCG.2013.211","10.1109/VAST.2007.4389006"
"10.1109/TVCG.2013.212","10.1109/TVCG.2011.239"
"10.1109/TVCG.2013.212","10.1109/VAST.2007.4389006"
"10.1109/TVCG.2013.219","10.1109/TVCG.2011.239"
"10.1109/TVCG.2013.219","10.1109/INFVIS.2004.1"
"10.1109/TVCG.2013.219","10.1109/INFVIS.2005.1532138"
"10.1109/TVCG.2013.219","10.1109/TVCG.2006.147"
"10.1109/TVCG.2013.219","10.1109/TVCG.2008.153"
"10.1109/TVCG.2013.219","10.1109/INFVIS.2000.885098"
"10.1109/TVCG.2013.220","10.1109/INFVIS.2004.12"
"10.1109/TVCG.2013.220","10.1109/VAST.2007.4389006"
"10.1109/TVCG.2013.220","10.1109/TVCG.2006.166"
"10.1109/TVCG.2013.221","10.1109/TVCG.2008.166"
"10.1109/TVCG.2013.221","10.1109/TVCG.2011.239"
"10.1109/TVCG.2013.221","10.1109/INFVIS.1999.801851"
"10.1109/TVCG.2013.222","10.1109/TVCG.2012.213"
"10.1109/TVCG.2013.222","10.1109/TVCG.2007.70539"
"10.1109/TVCG.2013.223","10.1109/TVCG.2012.213"
"10.1109/TVCG.2013.223","10.1109/VAST.2007.4389006"
"10.1109/TVCG.2013.223","10.1109/INFVIS.2005.1532142"
"10.1109/TVCG.2013.223","10.1109/VISUAL.1990.146402"
"10.1109/TVCG.2013.223","10.1109/TVCG.2007.70535"
"10.1109/TVCG.2013.223","10.1109/TVCG.2006.166"
"10.1109/TVCG.2013.224","10.1109/VAST.2012.6400486"
"10.1109/TVCG.2013.224","10.1109/TVCG.2009.122"
"10.1109/TVCG.2013.226","10.1109/INFVIS.2004.12"
"10.1109/TVCG.2013.226","10.1109/TVCG.2007.70535"
"10.1109/TVCG.2013.226","10.1109/INFVIS.2005.1532150"
"10.1109/TVCG.2013.226","10.1109/INFVIS.2000.885086"
"10.1109/TVCG.2013.228","10.1109/INFVIS.2004.27"
"10.1109/TVCG.2013.228","10.1109/TVCG.2008.125"
"10.1109/TVCG.2014.2346248","10.1109/TVCG.2009.122"
"10.1109/TVCG.2014.2346248","10.1109/TVCG.2011.185"
"10.1109/TVCG.2014.2346249","10.1109/TVCG.2009.122"
"10.1109/TVCG.2014.2346249","10.1109/TVCG.2011.185"
"10.1109/TVCG.2014.2346250","10.1109/VAST.2012.6400486"
"10.1109/TVCG.2014.2346250","10.1109/INFVIS.2005.1532136"
"10.1109/TVCG.2014.2346250","10.1109/TVCG.2011.185"
"10.1109/TVCG.2014.2346250","10.1109/TVCG.2008.125"
"10.1109/TVCG.2014.2346258","10.1109/VISUAL.1990.146402"
"10.1109/TVCG.2014.2346260","10.1109/VISUAL.1990.146402"
"10.1109/TVCG.2014.2346260","10.1109/VISUAL.2005.1532788"
"10.1109/TVCG.2014.2346260","10.1109/TVCG.2006.166"
"10.1109/TVCG.2014.2346260","10.1109/INFVIS.2004.15"
"10.1109/TVCG.2014.2346265","10.1109/INFVIS.2004.12"
"10.1109/TVCG.2014.2346265","10.1109/TVCG.2008.125"
"10.1109/TVCG.2014.2346271","10.1109/TVCG.2006.147"
"10.1109/TVCG.2014.2346271","10.1109/INFVIS.2005.1532150"
"10.1109/TVCG.2014.2346276","10.1109/INFVIS.2000.885091"
"10.1109/TVCG.2014.2346276","10.1109/VISUAL.1991.175815"
"10.1109/TVCG.2014.2346277","10.1109/INFVIS.2000.885091"
"10.1109/TVCG.2014.2346291","10.1109/INFVIS.2004.12"
"10.1109/TVCG.2014.2346291","10.1109/VISUAL.2005.1532788"
"10.1109/TVCG.2014.2346291","10.1109/TVCG.2011.185"
"10.1109/TVCG.2014.2346291","10.1109/TVCG.2007.70577"
"10.1109/TVCG.2014.2346291","10.1109/INFVIS.2004.64"
"10.1109/TVCG.2014.2346292","10.1109/TVCG.2011.185"
"10.1109/TVCG.2014.2346292","10.1109/TVCG.2007.70577"
"10.1109/TVCG.2014.2346292","10.1109/INFVIS.2004.64"
"10.1109/TVCG.2014.2346292","10.1109/TVCG.2007.70541"
"10.1109/TVCG.2014.2346293","10.1109/INFVIS.2000.885086"
"10.1109/TVCG.2014.2346293","10.1109/TVCG.2008.137"
"10.1109/TVCG.2014.2346293","10.1109/INFVIS.2005.1532136"
"10.1109/TVCG.2014.2346293","10.1109/TVCG.2007.70594"
"10.1109/TVCG.2014.2346297","10.1109/TVCG.2012.213"
"10.1109/TVCG.2014.2346297","10.1109/TVCG.2007.70577"
"10.1109/TVCG.2014.2346311","10.1109/TVCG.2012.213"
"10.1109/TVCG.2014.2346311","10.1109/INFVIS.2000.885086"
"10.1109/TVCG.2014.2346311","10.1109/VISUAL.1994.346302"
"10.1109/TVCG.2014.2346311","10.1109/INFVIS.2004.12"
"10.1109/TVCG.2014.2346321","10.1109/TVCG.2012.213"
"10.1109/TVCG.2014.2346321","10.1109/INFVIS.2005.1532136"
"10.1109/TVCG.2014.2346321","10.1109/INFVIS.2005.1532142"
"10.1109/TVCG.2014.2346321","10.1109/TVCG.2013.124"
"10.1109/TVCG.2014.2346321","10.1109/TVCG.2009.111"
"10.1109/TVCG.2014.2346321","10.1109/VISUAL.2005.1532788"
"10.1109/TVCG.2014.2346323","10.1109/TVCG.2012.213"
"10.1109/TVCG.2014.2346325","10.1109/TVCG.2013.124"
"10.1109/TVCG.2014.2346325","10.1109/TVCG.2009.111"
"10.1109/TVCG.2014.2346325","10.1109/TVCG.2007.70594"
"10.1109/TVCG.2014.2346331","10.1109/TVCG.2012.213"
"10.1109/TVCG.2014.2346331","10.1109/TVCG.2009.111"
"10.1109/TVCG.2014.2346420","10.1109/INFVIS.2004.1"
"10.1109/TVCG.2014.2346422","10.1109/INFVIS.1995.528686"
"10.1109/TVCG.2014.2346422","10.1109/TVCG.2009.122"
"10.1109/TVCG.2014.2346422","10.1109/TVCG.2013.124"
"10.1109/TVCG.2014.2346424","10.1109/INFVIS.2002.1173148"
"10.1109/TVCG.2014.2346424","10.1109/TVCG.2008.153"
"10.1109/TVCG.2014.2346424","10.1109/TVCG.2007.70539"
"10.1109/TVCG.2014.2346426","10.1109/INFVIS.2004.15"
"10.1109/TVCG.2014.2346428","10.1109/INFVIS.2005.1532136"
"10.1109/TVCG.2014.2346431","10.1109/TVCG.2012.213"
"10.1109/TVCG.2014.2346431","10.1109/TVCG.2013.124"
"10.1109/TVCG.2014.2346431","10.1109/TVCG.2011.239"
"10.1109/TVCG.2014.2346433","10.1109/TVCG.2009.111"
"10.1109/TVCG.2014.2346433","10.1109/TVCG.2011.239"
"10.1109/TVCG.2014.2346435","10.1109/TVCG.2011.185"
"10.1109/TVCG.2014.2346441","10.1109/VISUAL.1995.485139"
"10.1109/TVCG.2014.2346441","10.1109/VISUAL.1994.346302"
"10.1109/TVCG.2014.2346441","10.1109/TVCG.2008.153"
"10.1109/TVCG.2014.2346441","10.1109/TVCG.2006.166"
"10.1109/TVCG.2014.2346441","10.1109/TVCG.2006.147"
"10.1109/TVCG.2014.2346444","10.1109/TVCG.2008.137"
"10.1109/TVCG.2014.2346444","10.1109/TVCG.2007.70582"
"10.1109/TVCG.2014.2346444","10.1109/TVCG.2006.147"
"10.1109/TVCG.2014.2346444","10.1109/TVCG.2011.185"
"10.1109/TVCG.2014.2346444","10.1109/TVCG.2006.166"
"10.1109/TVCG.2014.2346445","10.1109/INFVIS.2002.1173148"
"10.1109/TVCG.2014.2346454","10.1109/TVCG.2012.213"
"10.1109/TVCG.2014.2346978","10.1109/TVCG.2007.70594"
"10.1109/TVCG.2014.2346978","10.1109/TVCG.2008.125"
"10.1109/TVCG.2014.2346978","10.1109/TVCG.2007.70539"
"10.1109/TVCG.2014.2346979","10.1109/TVCG.2009.111"
"10.1109/TVCG.2014.2346979","10.1109/TVCG.2007.70594"
"10.1109/TVCG.2014.2346983","10.1109/TVCG.2011.185"
"10.1109/TVCG.2014.2352953","10.1109/TVCG.2007.70541"
"10.1109/TVCG.2014.2346318","10.1109/TVCG.2011.185"
"10.1109/TVCG.2014.2346318","10.1109/VISUAL.2005.1532788"
"10.1109/TVCG.2014.2346412","10.1109/VISUAL.1999.809896"
"10.1109/TVCG.2014.2346415","10.1109/VISUAL.1999.809896"
"10.1109/TVCG.2014.2346416","10.1109/TVCG.2011.239"
"10.1109/TVCG.2014.2346442","10.1109/VISUAL.1991.175773"
"10.1109/TVCG.2014.2346442","10.1109/VISUAL.1992.235211"
"10.1109/TVCG.2014.2346448","10.1109/TVCG.2010.181"
"10.1109/TVCG.2014.2346448","10.1109/INFVIS.2002.1173157"
"10.1109/TVCG.2014.2346455","10.1109/TVCG.2010.181"
"10.1109/TVCG.2014.2346481","10.1109/TVCG.2013.124"
"10.1109/TVCG.2014.2346481","10.1109/VAST.2008.4677365"
"10.1109/TVCG.2014.2346481","10.1109/VAST.2007.4389006"
"10.1109/TVCG.2014.2346482","10.1109/INFVIS.2005.1532142"
"10.1109/TVCG.2014.2346482","10.1109/TVCG.2009.153"
"10.1109/TVCG.2014.2346572","10.1109/INFVIS.2005.1532142"
"10.1109/TVCG.2014.2346572","10.1109/VAST.2007.4389006"
"10.1109/TVCG.2014.2346573","10.1109/VAST.2007.4389006"
"10.1109/TVCG.2014.2346575","10.1109/VAST.2012.6400486"
"10.1109/TVCG.2014.2346575","10.1109/VISUAL.2005.1532788"
"10.1109/TVCG.2014.2346578","10.1109/VAST.2012.6400486"
"10.1109/TVCG.2014.2346578","10.1109/TVCG.2007.70515"
"10.1109/TVCG.2014.2346591","10.1109/TVCG.2011.185"
"10.1109/TVCG.2014.2346594","10.1109/TVCG.2009.122"
"10.1109/TVCG.2014.2346594","10.1109/TVCG.2008.153"
"10.1109/TVCG.2014.2346626","10.1109/TVCG.2006.147"
"10.1109/TVCG.2014.2346626","10.1109/VISUAL.1999.809866"
"10.1109/TVCG.2014.2346660","10.1109/VAST.2012.6400486"
"10.1109/TVCG.2014.2346665","10.1109/TVCG.2006.147"
"10.1109/TVCG.2014.2346665","10.1109/TVCG.2009.153"
"10.1109/TVCG.2014.2346665","10.1109/INFVIS.2005.1532126"
"10.1109/TVCG.2014.2346665","10.1109/VISUAL.1990.146402"
"10.1109/TVCG.2014.2346665","10.1109/TVCG.2009.122"
"10.1109/TVCG.2014.2346665","10.1109/VISUAL.1999.809866"
"10.1109/TVCG.2014.2346665","10.1109/INFVIS.2004.1"
"10.1109/TVCG.2014.2346665","10.1109/TVCG.2006.170"
"10.1109/TVCG.2014.2346665","10.1109/TVCG.2007.70582"
"10.1109/TVCG.2014.2346677","10.1109/TVCG.2007.70577"
"10.1109/TVCG.2014.2346677","10.1109/VAST.2012.6400486"
"10.1109/TVCG.2014.2346677","10.1109/INFVIS.1995.528686"
"10.1109/TVCG.2014.2346677","10.1109/VAST.2007.4389006"
"10.1109/TVCG.2014.2346743","10.1109/VAST.2008.4677365"
"10.1109/TVCG.2014.2346743","10.1109/VAST.2007.4389006"
"10.1109/TVCG.2014.2346743","10.1109/TVCG.2007.70577"
"10.1109/TVCG.2014.2346746","10.1109/INFVIS.2004.27"
"10.1109/TVCG.2014.2346747","10.1109/TVCG.2007.70541"
"10.1109/TVCG.2014.2346747","10.1109/TVCG.2012.213"
"10.1109/TVCG.2014.2346752","10.1109/TVCG.2012.213"
"10.1109/TVCG.2014.2346752","10.1109/VAST.2007.4389006"
"10.1109/TVCG.2014.2346752","10.1109/TVCG.2006.166"
